,Sector,Entry_Date,Exit_Date,Entry_Spread,Exit_Spread,PnL,Holding_Period
159,Treasuries,2024-04-22,2024-04-24,-0.000450244590458615,0.00019188264774561148,64.21272382042264,2
160,Treasuries,2024-05-17,2024-05-20,-0.00035170179828714065,3.1509894763415147e-06,35.48527877634822,3
161,Treasuries,2024-05-29,2024-05-30,0.00014593718703936887,-0.0001940115702863121,33.9948757325681,1
162,Treasuries,2024-06-04,2024-06-06,0.000666450819263753,-1.913033133160713e-05,68.55811505953602,2
163,Treasuries,2024-06-07,2024-06-10,-0.0005062364281330778,-0.00015923079097812654,34.70056371549512,3
164,Treasuries,2024-06-11,2024-06-12,0.00033255955559630124,-0.00035853179699874005,69.10913525950413,1
165,Treasuries,2024-06-13,2024-06-17,0.0006487660080238822,-9.74242890188215e-05,74.61902970427036,4
166,Treasuries,2024-06-24,2024-06-25,-0.0005758423392636658,0.00046497214548657517,104.0814484750241,1
167,Treasuries,2024-07-01,2024-07-02,-0.0006912887636398857,-0.00022353755539139541,46.775120824849026,1
168,Treasuries,2024-07-16,2024-07-17,0.00039406159788990536,0.00011180086745099516,28.22607304389102,1
169,Treasuries,2024-07-22,2024-07-23,-0.00041832902978988784,0.0002845145393903792,70.2843569180267,1
170,Treasuries,2024-07-24,2024-07-25,0.00039419482253899574,0.0001627807062598574,23.141411627913833,1
171,Treasuries,2024-07-30,2024-07-31,0.00036610937980263714,6.50063829832348e-06,35.960874150431366,1
172,Treasuries,2024-08-01,2024-08-06,0.0008596005229506432,-0.0018611004440882706,272.07009670389135,5
173,Treasuries,2024-08-08,2024-08-09,-0.0006685321912615061,-1.8030369801858015e-05,65.05018214596481,1
174,Treasuries,2024-08-14,2024-08-16,-0.0006270713814588991,0.00014467569400045122,77.17470754593504,2
175,Treasuries,2024-09-03,2024-09-04,0.0008813099973645766,0.00028499965793238324,59.631033943219336,1
176,Treasuries,2024-09-18,2024-09-20,-0.0005179104576079618,0.0001847041270970351,70.26145847049969,2
177,Treasuries,2024-09-25,2024-09-26,0.00033830821777358633,-0.000107607985348257,44.59162031218433,1
178,Treasuries,2024-10-02,2024-10-03,-0.0005045114573720699,-0.00025630924887221074,24.82022084998592,1
179,Treasuries,2024-10-04,2024-10-07,-0.0006959444754564004,5.575618073072608e-05,75.17006561871264,3
180,Treasuries,2024-10-18,2024-10-22,0.0004303766481792426,7.455681205414955e-05,35.581983612509305,4
181,Treasuries,2024-10-23,2024-10-24,0.00032158065862131213,-4.03788362004498e-05,36.19594948217619,1
182,Treasuries,2024-10-31,2024-11-01,0.0005774238307415525,-0.00017252670260847758,74.995053335003,1
183,Treasuries,2024-11-05,2024-11-08,-0.0003852671307611466,-0.00011316788920145981,27.20992415596868,3
184,USD FRN Investment Grade Corporates,2024-01-02,2024-01-03,0.0042372049164433045,-0.0002466489022809881,448.38538187242926,1
185,USD FRN Investment Grade Corporates,2024-01-04,2024-01-05,0.004940430785765448,0.002702858966677213,223.75718190882355,1
186,USD FRN Investment Grade Corporates,2024-01-16,2024-01-17,0.006753867362739752,0.0026129688824222397,414.0898480317512,1
187,USD FRN Investment Grade Corporates,2024-01-25,2024-01-26,-0.0026179333246001413,0.0006252456243202031,324.3178948920344,1
188,USD FRN Investment Grade Corporates,2024-01-29,2024-01-30,-0.003915453571776473,-0.0006328979629723896,328.2555608804083,1
189,USD FRN Investment Grade Corporates,2024-01-31,2024-02-02,-0.004852947148594522,0.009339885940865433,1419.2833089459955,2
190,USD FRN Investment Grade Corporates,2024-02-05,2024-02-06,0.0080284735545042,-0.00406008693749893,1208.856049200313,1
191,USD FRN Investment Grade Corporates,2024-02-13,2024-02-14,0.0088378130261495,-0.0027071684946007313,1154.498152075023,1
192,USD FRN Investment Grade Corporates,2024-02-23,2024-02-26,-0.003287692810244769,0.0018693287377666845,515.7021548011453,3
193,USD FRN Investment Grade Corporates,2024-03-01,2024-03-04,-0.0037480936069342885,0.0021859495459907174,593.4043152925005,3
194,USD FRN Investment Grade Corporates,2024-03-05,2024-03-06,-0.004217353507189658,-0.0021049288424672685,211.242466472239,1
195,USD FRN Investment Grade Corporates,2024-03-14,2024-03-15,0.005803057477394291,0.0008711365564515461,493.1920920942745,1
196,USD FRN Investment Grade Corporates,2024-03-22,2024-03-25,-0.003135710265519842,0.0022832163812974704,541.8926646817313,3
197,USD FRN Investment Grade Corporates,2024-03-27,2024-03-28,-0.002552054281941052,0.0003193458736635568,287.1400155604609,1
198,USD FRN Investment Grade Corporates,2024-04-01,2024-04-02,0.00676782391666475,0.0015529793222599508,521.4844594404799,1
199,USD FRN Investment Grade Corporates,2024-04-05,2024-04-08,0.0053583484586192665,0.0011072143993885453,425.1134059230721,3
200,USD FRN Investment Grade Corporates,2024-04-09,2024-04-10,-0.0035229894069916945,0.010672224015678466,1419.521342267016,1
201,USD FRN Investment Grade Corporates,2024-04-15,2024-04-16,0.00593072114919635,0.0030153746108726454,291.53465383237045,1
202,USD FRN Investment Grade Corporates,2024-04-17,2024-04-18,-0.004405093232489055,0.0026816911936841104,708.6784426173165,1
203,USD FRN Investment Grade Corporates,2024-05-01,2024-05-06,-0.0033268649192271793,-0.0008951180252128044,243.1746894014375,5
204,USD FRN Investment Grade Corporates,2024-05-15,2024-05-16,-0.005898713670571265,0.0012641234650719868,716.2837135643252,1
205,USD FRN Investment Grade Corporates,2024-05-23,2024-05-24,0.003215939303647608,-0.000768925320618008,398.4864624265616,1
206,USD FRN Investment Grade Corporates,2024-05-28,2024-05-30,0.004003916962606158,-0.0034861488807378382,749.0065843343996,2
207,USD FRN Investment Grade Corporates,2024-05-31,2024-06-05,-0.0035778550639493645,-0.002497481521172018,108.03735427773464,5
208,USD FRN Investment Grade Corporates,2024-06-07,2024-06-10,0.007736720639182848,0.0017863567231674038,595.0363916015444,3
209,USD FRN Investment Grade Corporates,2024-06-12,2024-06-14,-0.0040446385314028,-0.001282902972989386,276.1735558413414,2
210,USD FRN Investment Grade Corporates,2024-06-17,2024-06-18,0.003635143462353496,-0.0032862121886179096,692.1355650971406,1
211,USD FRN Investment Grade Corporates,2024-06-26,2024-06-27,0.005044771381624846,-0.0017549575003288354,679.9728881953681,1
212,USD FRN Investment Grade Corporates,2024-06-28,2024-06-30,0.004466435250936485,0.000130713524577164,433.5721726359321,2
213,USD FRN Investment Grade Corporates,2024-07-01,2024-07-02,0.005766699523217178,-0.002971227712673885,873.7927235891063,1
214,USD FRN Investment Grade Corporates,2024-07-03,2024-07-04,-0.0040594293019284855,7.2660877135311e-05,413.20901790637964,1
215,USD FRN Investment Grade Corporates,2024-07-05,2024-07-08,-0.004699143307122178,-5.5948850703257946e-05,464.319445641892,3
216,USD FRN Investment Grade Corporates,2024-07-11,2024-07-12,-0.004905269214156016,-0.0023412425562938655,256.40266578621504,1
217,USD FRN Investment Grade Corporates,2024-07-26,2024-07-29,-0.003316951644261712,-0.0012463985211139672,207.05531231477448,3
218,USD FRN Investment Grade Corporates,2024-07-31,2024-08-05,-0.005434194545225424,-0.00014812666732189061,528.6067877903533,5
219,USD FRN Investment Grade Corporates,2024-08-06,2024-08-08,0.005505238306299898,0.0017594678193356694,374.5770486964228,2
220,USD FRN Investment Grade Corporates,2024-08-15,2024-08-16,0.004574741547010208,-0.0014731969973686976,604.7938544378906,1
221,USD FRN Investment Grade Corporates,2024-08-22,2024-08-23,0.004004618525417447,-0.003603212495217223,760.783102063467,1
222,USD FRN Investment Grade Corporates,2024-09-04,2024-09-05,-0.00466572879649485,-0.0017789841920725635,288.6744604422287,1
223,USD FRN Investment Grade Corporates,2024-09-18,2024-09-19,0.0035305207275055928,0.0002345089950903656,329.6011732415227,1
224,USD FRN Investment Grade Corporates,2024-09-25,2024-09-26,0.0038529985177914172,0.000566447274827353,328.6551242964064,1
225,USD FRN Investment Grade Corporates,2024-09-27,2024-09-30,-0.0027451959820348204,0.0025404237178557887,528.5619699890609,3
226,USD FRN Investment Grade Corporates,2024-10-02,2024-10-08,0.0021411529886115055,-0.0005021692819291435,264.3322270540649,6
227,USD FRN Investment Grade Corporates,2024-10-15,2024-10-16,-0.003123155455747373,-0.0012933876180807324,182.97678376666403,1
228,USD FRN Investment Grade Corporates,2024-10-17,2024-10-18,0.004455631043203123,-8.923375208280682e-05,454.486479528593,1
229,USD FRN Investment Grade Corporates,2024-10-21,2024-10-22,0.0070356913275888555,0.00021488558198967667,682.0805745599179,1
230,USD FRN Investment Grade Corporates,2024-11-01,2024-11-04,0.004786133208397603,-0.0043709422374655915,915.7075445863194,3
231,USD FRN Investment Grade Corporates,2024-11-06,2024-11-07,0.008722134940507442,-0.006626813795245212,1534.8948735752654,1
232,USD FRN Investment Grade Corporates,2024-11-12,2024-11-13,0.0072247627249146795,0.0013447789402688537,587.9983784645826,1
233,USD Liquid High Yield Energy,2024-01-03,2024-01-04,-0.004200378696004314,0.00647517619568605,1067.5554891690365,1
234,USD Liquid High Yield Energy,2024-01-05,2024-01-08,0.004277768300482099,-0.00035851437868306135,463.628267916516,3
235,USD Liquid High Yield Energy,2024-01-16,2024-01-17,0.003309072392904233,-0.0018398603613249964,514.893275422923,1
236,USD Liquid High Yield Energy,2024-01-29,2024-02-02,-0.002436541049723351,0.0076977328214288265,1013.4273871152177,4
237,USD Liquid High Yield Energy,2024-02-05,2024-02-06,0.0036150324790529265,-0.0005946097947346907,420.96422737876173,1
238,USD Liquid High Yield Energy,2024-02-23,2024-02-26,-0.0028065944824320344,-4.502513083093351e-05,276.1569351601101,3
239,USD Liquid High Yield Energy,2024-02-28,2024-02-29,-0.002102713765558928,-0.00015902109305954149,194.36926724993864,1
240,USD Liquid High Yield Energy,2024-03-05,2024-03-06,-0.004452813362922803,-0.00021622392264220025,423.65894402806026,1
241,USD Liquid High Yield Energy,2024-03-22,2024-03-25,-0.0035515560222123543,0.0010836864132895974,463.5242435501952,3
242,USD Liquid High Yield Energy,2024-04-01,2024-04-02,0.004184652832689095,-0.0005960384665643081,478.06912992534035,1
243,USD Liquid High Yield Energy,2024-04-05,2024-04-08,0.004860378948133626,0.0009752152817680271,388.51636663655984,3
244,USD Liquid High Yield Energy,2024-04-09,2024-04-10,-0.001976424229300555,0.004296128022937329,627.2552252237884,1
245,USD Liquid High Yield Energy,2024-04-12,2024-04-15,-0.0035684534855584538,0.002280241283503348,584.8694769061802,3
246,USD Liquid High Yield Energy,2024-04-17,2024-04-18,-0.002982346357186527,0.0014887660113411805,447.1112368527708,1
247,USD Liquid High Yield Energy,2024-04-22,2024-04-23,0.0030974884235144273,0.0026312036638187486,46.62847596956787,1
248,USD Liquid High Yield Energy,2024-05-07,2024-05-08,-0.001754868705742929,-3.611945687098661e-06,175.12567600558305,1
249,USD Liquid High Yield Energy,2024-05-14,2024-05-16,-0.002108026159224119,0.0012218507269141643,332.9876886138283,2
250,USD Liquid High Yield Energy,2024-05-28,2024-05-29,0.003567282318330478,0.0012719966400418503,229.52856782886278,1
251,USD Liquid High Yield Energy,2024-05-30,2024-05-31,-0.0025014598615316075,-0.000693381139546867,180.80787219847406,1
252,USD Liquid High Yield Energy,2024-06-03,2024-06-05,-0.0030474500820922845,-0.0006667577414183334,238.06923406739512,2
253,USD Liquid High Yield Energy,2024-06-07,2024-06-11,0.004941357091896248,-0.0022076161323398846,714.8973224236132,4
254,USD Liquid High Yield Energy,2024-06-13,2024-06-17,-0.005620287235580945,0.004527422583341045,1014.7709818921991,4
255,USD Liquid High Yield Energy,2024-06-26,2024-06-27,0.003673099700183813,-0.0011848304098358575,485.79301100196705,1
256,USD Liquid High Yield Energy,2024-06-28,2024-06-30,0.0049264781211828534,0.00017668003960369383,474.97980815791595,2
257,USD Liquid High Yield Energy,2024-07-01,2024-07-02,0.0032710205254055102,-0.002097066810377246,536.8087335782757,1
258,USD Liquid High Yield Energy,2024-07-03,2024-07-04,-0.00321881886168196,8.869722710658223e-05,330.75160887885426,1
259,USD Liquid High Yield Energy,2024-07-15,2024-07-16,0.0031632905109487686,-0.0004939170814628469,365.72075924116155,1
260,USD Liquid High Yield Energy,2024-07-26,2024-08-06,-0.0025045884106671412,0.011988389835296487,1449.2978245963627,11
261,USD Liquid High Yield Energy,2024-08-07,2024-08-08,0.004052231627356906,0.003297232053328991,75.49995740279147,1
262,USD Liquid High Yield Energy,2024-08-15,2024-08-16,0.005162497067900618,-0.0010956317702450757,625.8128838145693,1
263,USD Liquid High Yield Energy,2024-09-03,2024-09-04,-0.007072826717603342,-0.00369868489783709,337.41418197662523,1
264,USD Liquid High Yield Energy,2024-09-10,2024-09-11,-0.006082532203288693,0.001801193834117809,788.3726037406502,1
265,USD Liquid High Yield Energy,2024-09-18,2024-09-19,0.004170565846796981,0.0019007050170505302,226.98608297464506,1
266,USD Liquid High Yield Energy,2024-09-25,2024-09-26,0.0029168416655269702,-0.0024488006428103892,536.5642308337359,1
267,USD Liquid High Yield Energy,2024-10-03,2024-10-07,0.004588605017582514,0.00044427803584423664,414.43269817382776,4
268,USD Liquid High Yield Energy,2024-10-15,2024-10-16,-0.004924291156109373,-0.00024647081955442296,467.78203365549496,1
269,USD Liquid High Yield Energy,2024-10-21,2024-10-22,0.004483399498094287,-0.000854632779122122,533.803227721641,1
270,USD Liquid High Yield Energy,2024-11-01,2024-11-04,0.004722861876434337,-0.0029700940395356312,769.2955915969968,3
271,USD Liquid High Yield Energy,2024-11-06,2024-11-07,0.00989145458735774,-0.0019680812087299326,1185.9535796087673,1
272,USD High Yield Developed Markets,2024-01-03,2024-01-04,-0.005781203586442296,0.004161522562742825,994.2726149185122,1
273,USD High Yield Developed Markets,2024-01-05,2024-01-08,0.00267486923863125,0.00010150930505115063,257.33599335800994,3
274,USD High Yield Developed Markets,2024-01-10,2024-01-11,0.0030766766897443176,-0.0035651059487995518,664.178263854387,1
275,USD High Yield Developed Markets,2024-01-18,2024-01-19,0.003248347580818156,0.00016284989415349393,308.5497686664662,1
276,USD High Yield Developed Markets,2024-01-24,2024-01-25,0.0034933324247251596,-0.0003681201444469817,386.1452569172141,1
277,USD High Yield Developed Markets,2024-01-29,2024-01-30,-0.002517156171690793,-0.0018505282988955374,66.66278727952557,1
278,USD High Yield Developed Markets,2024-01-31,2024-02-02,-0.005775188769301165,0.006538671391147277,1231.3860160448442,2
279,USD High Yield Developed Markets,2024-02-05,2024-02-06,0.0031609458031682802,-0.0008382986240955681,399.9244427263848,1
280,USD High Yield Developed Markets,2024-02-23,2024-02-26,-0.0021935532472083796,0.0008994509365882752,309.3004183796655,3
281,USD High Yield Developed Markets,2024-02-28,2024-02-29,-0.0023017749001420507,-0.00023199520639893834,206.97796937431124,1
282,USD High Yield Developed Markets,2024-03-05,2024-03-06,-0.004140377084978386,-0.0004198162131880956,372.0560871790291,1
283,USD High Yield Developed Markets,2024-03-12,2024-03-13,0.0033135739854568413,0.0022947312182823865,101.88427671744549,1
284,USD High Yield Developed Markets,2024-03-22,2024-03-25,-0.0032438921800166387,0.001106686018717995,435.05781987346336,3
285,USD High Yield Developed Markets,2024-04-01,2024-04-02,0.003997011501685188,-0.0018330423076394764,583.0053809324664,1
286,USD High Yield Developed Markets,2024-04-05,2024-04-08,0.003964803804685113,0.001029734206095756,293.5069598589357,3
287,USD High Yield Developed Markets,2024-04-09,2024-04-10,-0.0018573113672089026,0.004149241166825579,600.6552534034481,1
288,USD High Yield Developed Markets,2024-04-12,2024-04-15,-0.0037053105211828363,0.002026592596673482,573.1903117856318,3
289,USD High Yield Developed Markets,2024-04-17,2024-04-18,-0.003290550642378598,0.001770254326781906,506.0804969160504,1
290,USD High Yield Developed Markets,2024-04-22,2024-04-24,0.002711581289245757,0.0009902668071574139,172.1314482088343,2
291,USD High Yield Developed Markets,2024-05-07,2024-05-08,-0.0018836165521401993,-0.00012096416225337858,176.26523898868209,1
292,USD High Yield Developed Markets,2024-05-14,2024-05-16,-0.0017521539881293346,0.0010370059634272621,278.9159951556597,2
293,USD High Yield Developed Markets,2024-05-28,2024-05-29,0.0031742133222629754,0.0006439195957733679,253.02937264896076,1
294,USD High Yield Developed Markets,2024-05-30,2024-05-31,-0.002660794884170814,-0.0008300567581422946,183.07381260285194,1
295,USD High Yield Developed Markets,2024-06-03,2024-06-05,-0.0019923204311935727,-0.0004055057090683878,158.68147221251849,2
296,USD High Yield Developed Markets,2024-06-07,2024-06-10,0.00444761911428837,0.00154382521114671,290.379390314166,3
297,USD High Yield Developed Markets,2024-06-11,2024-06-12,-0.0024204550100137556,0.001166678535222676,358.71335452364315,1
298,USD High Yield Developed Markets,2024-06-13,2024-06-17,-0.005212762092397627,0.0038883679253410852,910.1130017738712,4
299,USD High Yield Developed Markets,2024-06-26,2024-06-27,0.003278496201295944,-0.0014135416389469135,469.20378402428577,1
300,USD High Yield Developed Markets,2024-06-28,2024-06-30,0.0046502824512801855,0.00016283361525926132,448.7448836020924,2
301,USD High Yield Developed Markets,2024-07-01,2024-07-02,0.003669961947886158,-0.0023915601654858065,606.1522113371964,1
302,USD High Yield Developed Markets,2024-07-03,2024-07-04,-0.002685183783432743,8.424913392968136e-05,276.94329173624243,1
303,USD High Yield Developed Markets,2024-07-15,2024-07-16,0.003259448803821008,-0.0003312038626179792,359.0652666438987,1
304,USD High Yield Developed Markets,2024-07-22,2024-07-23,0.0026274200716276397,0.000973009767093469,165.44103045341706,1
305,USD High Yield Developed Markets,2024-07-26,2024-07-30,-0.00208051074158333,-0.0013408720625320836,73.96386790512466,4
306,USD High Yield Developed Markets,2024-07-31,2024-08-06,-0.0025912450611009774,0.012640012174537474,1523.1257235638452,6
307,USD High Yield Developed Markets,2024-08-07,2024-08-08,0.0042769153304204055,0.002969253267199101,130.76620632213042,1
308,USD High Yield Developed Markets,2024-08-15,2024-08-16,0.005592832164448169,-0.00018269337947263153,577.5525543920801,1
309,USD High Yield Developed Markets,2024-09-03,2024-09-04,-0.006563673365662881,-0.00250399198132345,405.96813843394307,1
310,USD High Yield Developed Markets,2024-09-17,2024-09-20,0.002483611404105357,-0.0008457353415431967,332.93467456485536,3
311,USD High Yield Developed Markets,2024-09-25,2024-09-26,0.003135172898138361,0.00025676954105358085,287.840335708478,1
312,USD High Yield Developed Markets,2024-10-01,2024-10-02,-0.00207829424487338,0.001470093789492699,354.8388034366079,1
313,USD High Yield Developed Markets,2024-10-03,2024-10-07,0.0032251717983988737,-0.00038009614912382084,360.52679475226944,4
314,USD High Yield Developed Markets,2024-10-15,2024-10-16,-0.0021945572760169174,0.00032357498214907743,251.81322581659947,1
315,USD High Yield Developed Markets,2024-10-17,2024-10-18,0.0032802704569658836,0.0004564143671661469,282.38560897997365,1
316,USD High Yield Developed Markets,2024-10-21,2024-10-22,0.004548130090158642,-0.0009259427639348727,547.4072854093515,1
317,USD High Yield Developed Markets,2024-10-31,2024-11-01,-0.0016078978732354532,0.004948849028926006,655.6746902161459,1
318,USD High Yield Developed Markets,2024-11-04,2024-11-05,-0.003727977836397889,-0.0012841443242560535,244.38335121418353,1
319,USD High Yield Developed Markets,2024-11-06,2024-11-07,0.009304631662706009,-0.0033153314616165552,1261.9963124322564,1
320,USD High Yield Developed Markets,2024-11-12,2024-11-13,0.004187068806926764,0.0014977686104121757,268.9300196514588,1
